instance,nodes,solved,done_reason,makespan,lowerbound
AD_inst252001.rcp,71846,0,time_limit,90,40
AD_inst253001.rcp,51852,0,time_limit,63,33
AD_inst254001.rcp,510,1,search_exhausted,96,96
AD_inst255001.rcp,5943,1,search_exhausted,71,71
AD_inst256001.rcp,70944,0,time_limit,94,40
AD_inst257001.rcp,49832,0,time_limit,56,33
AD_inst258001.rcp,120,1,search_exhausted,96,96
AD_inst259001.rcp,41802,0,time_limit,84,71
AD_inst260001.rcp,79980,0,time_limit,74,40
AD_inst26001.rcp,86,1,search_exhausted,101,101
AD_inst261001.rcp,66009,0,time_limit,61,33
AD_inst262001.rcp,3258,1,search_exhausted,112,112
AD_inst263001.rcp,51354,0,time_limit,78,71
AD_inst264001.rcp,73021,0,time_limit,85,40
AD_inst265001.rcp,53682,0,time_limit,57,33
AD_inst266001.rcp,2225,1,search_exhausted,109,109
AD_inst267001.rcp,38686,0,time_limit,99,71
AD_inst268001.rcp,71821,0,time_limit,104,40
AD_inst269001.rcp,60528,0,time_limit,61,33
AD_inst270001.rcp,507,1,search_exhausted,109,109
AD_inst27001.rcp,32,1,search_exhausted,71,71
AD_inst271001.rcp,8419,1,search_exhausted,71,71
AD_inst272001.rcp,76691,0,time_limit,80,40
AD_inst273001.rcp,51832,0,time_limit,68,33
AD_inst274001.rcp,1316,1,search_exhausted,110,110
AD_inst275001.rcp,53338,0,time_limit,75,71
AD_inst276001.rcp,67772,0,time_limit,71,40
AD_inst277001.rcp,44289,0,time_limit,57,33
AD_inst278001.rcp,648,1,search_exhausted,101,101
AD_inst279001.rcp,52858,0,time_limit,78,71
AD_inst280001.rcp,78675,0,time_limit,85,40
AD_inst28001.rcp,69093,0,time_limit,44,40
AD_inst281001.rcp,52608,0,time_limit,60,33
AD_inst282001.rcp,896,1,search_exhausted,102,102
AD_inst283001.rcp,43491,0,time_limit,74,71
AD_inst284001.rcp,74520,0,time_limit,80,40
AD_inst285001.rcp,59606,0,time_limit,59,33
AD_inst286001.rcp,507,1,search_exhausted,99,99
AD_inst287001.rcp,49297,0,time_limit,79,71
AD_inst288001.rcp,68937,0,time_limit,93,40
AD_inst289001.rcp,54751,0,time_limit,65,33
AD_inst290001.rcp,2004,1,search_exhausted,107,107
AD_inst29001.rcp,32,1,search_exhausted,33,33
AD_inst291001.rcp,51960,0,time_limit,77,71
AD_inst292001.rcp,76840,0,time_limit,79,40
AD_inst293001.rcp,55402,0,time_limit,60,33
AD_inst294001.rcp,289,1,search_exhausted,104,104
AD_inst295001.rcp,40172,0,time_limit,90,71
AD_inst296001.rcp,73831,0,time_limit,90,40
AD_inst297001.rcp,51661,0,time_limit,56,33
AD_inst298001.rcp,7040,1,search_exhausted,119,119
AD_inst299001.rcp,39431,0,time_limit,79,71
AD_inst300001.rcp,71385,0,time_limit,86,40
AD_inst30001.rcp,143,1,search_exhausted,106,106
AD_inst3001.rcp,32,1,search_exhausted,71,71
AD_inst301001.rcp,50296,0,time_limit,54,33
AD_inst302001.rcp,319,1,search_exhausted,99,99
AD_inst303001.rcp,47064,0,time_limit,78,71
AD_inst304001.rcp,71118,0,time_limit,88,40
AD_inst305001.rcp,52370,0,time_limit,58,33
AD_inst306001.rcp,676,1,search_exhausted,97,97
AD_inst307001.rcp,43,1,search_exhausted,71,71
AD_inst308001.rcp,70535,0,time_limit,73,40
AD_inst309001.rcp,49292,0,time_limit,53,33
AD_inst310001.rcp,527,1,search_exhausted,109,109
AD_inst31001.rcp,32,1,search_exhausted,71,71
AD_inst311001.rcp,45847,0,time_limit,88,71
AD_inst312001.rcp,87137,0,time_limit,94,40
AD_inst313001.rcp,59579,0,time_limit,56,33
AD_inst314001.rcp,516,1,search_exhausted,106,106
AD_inst315001.rcp,47021,0,time_limit,81,71
AD_inst316001.rcp,66702,0,time_limit,74,40
AD_inst317001.rcp,49663,0,time_limit,64,33
AD_inst318001.rcp,1248,1,search_exhausted,106,106
AD_inst319001.rcp,47996,0,time_limit,73,71
AD_inst320001.rcp,94304,0,time_limit,157,40
AD_inst32001.rcp,22569,1,search_exhausted,45,45
AD_inst321001.rcp,82969,0,time_limit,139,33
AD_inst322001.rcp,125069,0,time_limit,159,92
AD_inst323001.rcp,53092,0,time_limit,135,71
AD_inst324001.rcp,98515,0,time_limit,181,40
AD_inst325001.rcp,69993,0,time_limit,129,33
AD_inst326001.rcp,110458,0,time_limit,156,92
AD_inst327001.rcp,40624,0,time_limit,146,71
AD_inst328001.rcp,89118,0,time_limit,175,40
AD_inst329001.rcp,67325,0,time_limit,128,33
AD_inst330001.rcp,115402,0,time_limit,162,92
AD_inst33001.rcp,32,1,search_exhausted,33,33
AD_inst331001.rcp,61040,0,time_limit,147,71
AD_inst332001.rcp,79145,0,time_limit,183,40
AD_inst333001.rcp,84544,0,time_limit,136,33
AD_inst334001.rcp,111979,0,time_limit,153,92
AD_inst335001.rcp,53236,0,time_limit,154,71
AD_inst336001.rcp,90794,0,time_limit,160,40
AD_inst337001.rcp,79514,0,time_limit,140,33
AD_inst338001.rcp,117950,0,time_limit,152,92
AD_inst339001.rcp,47174,0,time_limit,152,71
AD_inst340001.rcp,96642,0,time_limit,152,40
AD_inst34001.rcp,32,1,search_exhausted,92,92
AD_inst341001.rcp,82413,0,time_limit,145,33
AD_inst342001.rcp,114487,0,time_limit,169,92
AD_inst343001.rcp,57073,0,time_limit,152,71
AD_inst344001.rcp,87368,0,time_limit,167,40
AD_inst345001.rcp,65670,0,time_limit,133,33
AD_inst346001.rcp,107601,0,time_limit,156,92
AD_inst347001.rcp,53192,0,time_limit,166,71
AD_inst348001.rcp,83034,0,time_limit,171,40
AD_inst349001.rcp,85808,0,time_limit,126,33
AD_inst350001.rcp,118933,0,time_limit,166,92
AD_inst35001.rcp,32,1,search_exhausted,71,71
AD_inst351001.rcp,49154,0,time_limit,150,71
AD_inst352001.rcp,84951,0,time_limit,165,40
AD_inst353001.rcp,78551,0,time_limit,142,33
AD_inst354001.rcp,105607,0,time_limit,161,92
AD_inst355001.rcp,55129,0,time_limit,142,71
AD_inst356001.rcp,90047,0,time_limit,170,40
AD_inst357001.rcp,74016,0,time_limit,130,33
AD_inst358001.rcp,126137,0,time_limit,165,92
AD_inst359001.rcp,49301,0,time_limit,152,71
AD_inst360001.rcp,102474,0,time_limit,170,40
AD_inst36001.rcp,11422,1,search_exhausted,41,41
AD_inst361001.rcp,66423,0,time_limit,125,33
AD_inst362001.rcp,110826,0,time_limit,163,92
AD_inst363001.rcp,58846,0,time_limit,153,71
AD_inst364001.rcp,73351,0,time_limit,166,40
AD_inst365001.rcp,75440,0,time_limit,122,33
AD_inst366001.rcp,110508,0,time_limit,155,92
AD_inst367001.rcp,61981,0,time_limit,141,71
AD_inst368001.rcp,85652,0,time_limit,171,40
AD_inst369001.rcp,66071,0,time_limit,139,33
AD_inst370001.rcp,112285,0,time_limit,157,92
AD_inst37001.rcp,32,1,search_exhausted,33,33
AD_inst371001.rcp,60824,0,time_limit,138,71
AD_inst372001.rcp,89138,0,time_limit,157,40
AD_inst373001.rcp,66658,0,time_limit,128,33
AD_inst374001.rcp,108500,0,time_limit,159,92
AD_inst375001.rcp,55695,0,time_limit,159,71
AD_inst376001.rcp,91179,0,time_limit,170,40
AD_inst377001.rcp,74258,0,time_limit,130,33
AD_inst378001.rcp,111913,0,time_limit,167,92
AD_inst379001.rcp,61050,0,time_limit,155,71
AD_inst380001.rcp,73506,0,time_limit,157,40
AD_inst38001.rcp,135,1,search_exhausted,94,94
AD_inst381001.rcp,74570,0,time_limit,136,33
AD_inst382001.rcp,103904,0,time_limit,151,92
AD_inst383001.rcp,75361,0,time_limit,140,71
AD_inst384001.rcp,87149,0,time_limit,164,40
AD_inst385001.rcp,86419,0,time_limit,130,33
AD_inst386001.rcp,109894,0,time_limit,165,92
AD_inst387001.rcp,49037,0,time_limit,157,71
AD_inst388001.rcp,83432,0,time_limit,157,40
AD_inst389001.rcp,79563,0,time_limit,133,33
AD_inst390001.rcp,111660,0,time_limit,158,92
AD_inst39001.rcp,32,1,search_exhausted,71,71
AD_inst391001.rcp,53040,0,time_limit,148,71
AD_inst392001.rcp,94604,0,time_limit,153,40
AD_inst393001.rcp,72182,0,time_limit,132,33
AD_inst394001.rcp,114897,0,time_limit,162,92
AD_inst395001.rcp,61775,0,time_limit,156,71
AD_inst396001.rcp,78429,0,time_limit,175,40
AD_inst397001.rcp,75368,0,time_limit,139,33
AD_inst398001.rcp,123920,0,time_limit,161,92
AD_inst399001.rcp,53938,0,time_limit,141,71
AD_inst400001.rcp,92306,0,time_limit,185,40
AD_inst40001.rcp,21490,1,search_exhausted,44,44
AD_inst4001.rcp,75569,0,time_limit,48,40
AD_inst401001.rcp,88706,0,time_limit,154,33
AD_inst402001.rcp,113821,0,time_limit,169,92
AD_inst403001.rcp,61553,0,time_limit,171,71
AD_inst404001.rcp,91533,0,time_limit,185,40
AD_inst405001.rcp,90363,0,time_limit,154,33
AD_inst406001.rcp,115276,0,time_limit,169,92
AD_inst407001.rcp,61643,0,time_limit,171,71
AD_inst408001.rcp,92829,0,time_limit,185,40
AD_inst409001.rcp,88793,0,time_limit,154,33
AD_inst410001.rcp,114589,0,time_limit,169,92
AD_inst41001.rcp,44439,0,time_limit,38,33
AD_inst411001.rcp,63044,0,time_limit,171,71
AD_inst412001.rcp,93617,0,time_limit,185,40
AD_inst413001.rcp,91470,0,time_limit,154,33
AD_inst414001.rcp,117113,0,time_limit,169,92
AD_inst415001.rcp,62854,0,time_limit,171,71
AD_inst416001.rcp,94135,0,time_limit,185,40
AD_inst417001.rcp,90428,0,time_limit,154,33
AD_inst418001.rcp,116537,0,time_limit,169,92
AD_inst419001.rcp,63459,0,time_limit,171,71
AD_inst420001.rcp,92924,0,time_limit,185,40
AD_inst42001.rcp,98,1,search_exhausted,94,94
AD_inst421001.rcp,89631,0,time_limit,154,33
AD_inst422001.rcp,113514,0,time_limit,169,92
AD_inst423001.rcp,63832,0,time_limit,171,71
AD_inst424001.rcp,92358,0,time_limit,185,40
AD_inst425001.rcp,87238,0,time_limit,154,33
AD_inst426001.rcp,115293,0,time_limit,169,92
AD_inst427001.rcp,63804,0,time_limit,171,71
AD_inst428001.rcp,91756,0,time_limit,185,40
AD_inst429001.rcp,89007,0,time_limit,154,33
AD_inst430001.rcp,115106,0,time_limit,169,92
AD_inst43001.rcp,32,1,search_exhausted,71,71
AD_inst431001.rcp,63679,0,time_limit,171,71
AD_inst432001.rcp,93266,0,time_limit,185,40
AD_inst433001.rcp,90437,0,time_limit,154,33
AD_inst434001.rcp,114146,0,time_limit,169,92
AD_inst435001.rcp,60977,0,time_limit,171,71
AD_inst436001.rcp,91251,0,time_limit,185,40
AD_inst437001.rcp,88307,0,time_limit,154,33
AD_inst438001.rcp,114263,0,time_limit,169,92
AD_inst439001.rcp,64241,0,time_limit,171,71
AD_inst440001.rcp,92945,0,time_limit,185,40
AD_inst44001.rcp,1784,1,search_exhausted,47,47
AD_inst441001.rcp,91245,0,time_limit,150,33
AD_inst442001.rcp,116451,0,time_limit,169,92
AD_inst443001.rcp,63824,0,time_limit,171,71
AD_inst444001.rcp,94473,0,time_limit,185,40
AD_inst445001.rcp,89625,0,time_limit,154,33
AD_inst446001.rcp,115322,0,time_limit,169,92
AD_inst447001.rcp,60935,0,time_limit,171,71
AD_inst448001.rcp,93833,0,time_limit,185,40
AD_inst449001.rcp,89728,0,time_limit,154,33
AD_inst450001.rcp,110403,0,time_limit,169,92
AD_inst45001.rcp,1313,1,search_exhausted,33,33
AD_inst451001.rcp,62240,0,time_limit,171,71
AD_inst452001.rcp,92989,0,time_limit,185,40
AD_inst453001.rcp,91076,0,time_limit,154,33
AD_inst454001.rcp,116221,0,time_limit,169,92
AD_inst455001.rcp,62511,0,time_limit,171,71
AD_inst456001.rcp,84323,0,time_limit,185,40
AD_inst457001.rcp,89648,0,time_limit,154,33
AD_inst458001.rcp,115603,0,time_limit,169,92
AD_inst459001.rcp,62139,0,time_limit,171,71
AD_inst460001.rcp,92878,0,time_limit,185,40
AD_inst46001.rcp,32,1,search_exhausted,92,92
AD_inst461001.rcp,91449,0,time_limit,154,33
AD_inst462001.rcp,117116,0,time_limit,169,92
AD_inst463001.rcp,61480,0,time_limit,171,71
AD_inst464001.rcp,92303,0,time_limit,185,40
AD_inst465001.rcp,90447,0,time_limit,154,33
AD_inst466001.rcp,114838,0,time_limit,169,92
AD_inst467001.rcp,62861,0,time_limit,171,71
AD_inst468001.rcp,92888,0,time_limit,185,40
AD_inst469001.rcp,88692,0,time_limit,154,33
AD_inst470001.rcp,114295,0,time_limit,169,92
AD_inst47001.rcp,32,1,search_exhausted,71,71
AD_inst471001.rcp,64833,0,time_limit,171,71
AD_inst472001.rcp,93111,0,time_limit,185,40
AD_inst473001.rcp,90745,0,time_limit,154,33
AD_inst474001.rcp,113893,0,time_limit,169,92
AD_inst475001.rcp,63722,0,time_limit,171,71
AD_inst476001.rcp,92609,0,time_limit,185,40
AD_inst477001.rcp,89165,0,time_limit,154,33
AD_inst478001.rcp,115652,0,time_limit,169,92
AD_inst479001.rcp,63947,0,time_limit,171,71
AD_inst48001.rcp,39835,1,search_exhausted,46,46
AD_inst49001.rcp,50824,0,time_limit,37,33
AD_inst50001.rcp,32,1,search_exhausted,92,92
AD_inst5001.rcp,32,1,search_exhausted,33,33
AD_inst51001.rcp,32,1,search_exhausted,71,71
AD_inst52001.rcp,77887,0,time_limit,51,40
AD_inst53001.rcp,52463,0,time_limit,35,33
AD_inst54001.rcp,32,1,search_exhausted,92,92
AD_inst55001.rcp,32,1,search_exhausted,71,71
AD_inst56001.rcp,71333,0,time_limit,44,40
AD_inst57001.rcp,11393,1,search_exhausted,33,33
AD_inst58001.rcp,159,1,search_exhausted,97,97
AD_inst59001.rcp,32,1,search_exhausted,71,71
AD_inst60001.rcp,74594,0,time_limit,53,40
AD_inst6001.rcp,52,1,search_exhausted,99,99
AD_inst61001.rcp,210,1,search_exhausted,33,33
AD_inst62001.rcp,32,1,search_exhausted,92,92
AD_inst63001.rcp,32,1,search_exhausted,71,71
AD_inst64001.rcp,50110,1,search_exhausted,43,43
AD_inst65001.rcp,32,1,search_exhausted,33,33
AD_inst66001.rcp,32,1,search_exhausted,92,92
AD_inst67001.rcp,32,1,search_exhausted,71,71
AD_inst68001.rcp,39023,1,search_exhausted,44,44
AD_inst69001.rcp,32,1,search_exhausted,33,33
AD_inst70001.rcp,42,1,search_exhausted,93,93
AD_inst7001.rcp,32,1,search_exhausted,71,71
AD_inst71001.rcp,32,1,search_exhausted,71,71
AD_inst72001.rcp,54248,1,search_exhausted,51,51
AD_inst73001.rcp,32,1,search_exhausted,33,33
AD_inst74001.rcp,85,1,search_exhausted,95,95
AD_inst75001.rcp,32,1,search_exhausted,71,71
AD_inst76001.rcp,8803,1,search_exhausted,43,43
AD_inst77001.rcp,32,1,search_exhausted,33,33
AD_inst78001.rcp,32,1,search_exhausted,92,92
AD_inst79001.rcp,32,1,search_exhausted,71,71
AD_inst80001.rcp,76315,0,time_limit,82,40
AD_inst8001.rcp,32,1,search_exhausted,40,40
AD_inst81001.rcp,56169,0,time_limit,66,33
AD_inst82001.rcp,2424,1,search_exhausted,113,113
AD_inst83001.rcp,42485,0,time_limit,79,71
AD_inst84001.rcp,81615,0,time_limit,98,40
AD_inst85001.rcp,62618,0,time_limit,76,33
AD_inst86001.rcp,3810,1,search_exhausted,123,123
AD_inst87001.rcp,38831,0,time_limit,79,71
AD_inst88001.rcp,85778,0,time_limit,91,40
AD_inst89001.rcp,52325,0,time_limit,61,33
AD_inst90001.rcp,15802,1,search_exhausted,117,117
AD_inst9001.rcp,53014,0,time_limit,35,33
AD_inst91001.rcp,43583,0,time_limit,85,71
AD_inst92001.rcp,83491,0,time_limit,111,40
AD_inst93001.rcp,55720,0,time_limit,62,33
AD_inst94001.rcp,2843,1,search_exhausted,110,110
AD_inst95001.rcp,45518,0,time_limit,79,71
AD_inst96001.rcp,75689,0,time_limit,90,40
AD_inst97001.rcp,53824,0,time_limit,66,33
AD_inst98001.rcp,3049,1,search_exhausted,112,112
AD_inst99001.rcp,56729,0,time_limit,101,71
LA_inst1.rcp,8473,1,search_exhausted,49,49
LA_inst100001.rcp,66,1,search_exhausted,104,104
LA_inst10001.rcp,32,1,search_exhausted,96,96
LA_inst1001.rcp,32,1,search_exhausted,128,128
LA_inst101001.rcp,57315,0,time_limit,54,47
LA_inst102001.rcp,2510,1,search_exhausted,44,44
LA_inst103001.rcp,32,1,search_exhausted,128,128
LA_inst104001.rcp,32,1,search_exhausted,144,144
LA_inst105001.rcp,32,1,search_exhausted,85,85
LA_inst106001.rcp,32,1,search_exhausted,96,96
LA_inst107001.rcp,67105,0,time_limit,55,47
LA_inst108001.rcp,28012,1,search_exhausted,49,49
LA_inst109001.rcp,38,1,search_exhausted,131,131
LA_inst110001.rcp,32,1,search_exhausted,144,144
LA_inst11001.rcp,62871,0,time_limit,59,47
LA_inst111001.rcp,32,1,search_exhausted,85,85
LA_inst112001.rcp,32,1,search_exhausted,96,96
LA_inst113001.rcp,59262,0,time_limit,51,47
LA_inst114001.rcp,3361,1,search_exhausted,46,46
LA_inst115001.rcp,32,1,search_exhausted,128,128
LA_inst116001.rcp,32,1,search_exhausted,144,144
LA_inst117001.rcp,32,1,search_exhausted,85,85
LA_inst118001.rcp,609,1,search_exhausted,99,99
LA_inst119001.rcp,82034,0,time_limit,60,47
LA_inst120001.rcp,73754,0,time_limit,83,44
LA_inst12001.rcp,74313,0,time_limit,46,44
LA_inst121001.rcp,69,1,search_exhausted,132,132
LA_inst122001.rcp,32,1,search_exhausted,144,144
LA_inst123001.rcp,599,1,search_exhausted,98,98
LA_inst124001.rcp,855,1,search_exhausted,101,101
LA_inst125001.rcp,91393,0,time_limit,99,47
LA_inst126001.rcp,70578,0,time_limit,73,44
LA_inst127001.rcp,38,1,search_exhausted,131,131
LA_inst128001.rcp,32,1,search_exhausted,144,144
LA_inst129001.rcp,935,1,search_exhausted,106,106
LA_inst130001.rcp,21765,1,search_exhausted,125,125
LA_inst13001.rcp,32,1,search_exhausted,128,128
LA_inst131001.rcp,94598,0,time_limit,107,47
LA_inst132001.rcp,73071,0,time_limit,88,44
LA_inst133001.rcp,49,1,search_exhausted,133,133
LA_inst134001.rcp,173,1,search_exhausted,147,147
LA_inst135001.rcp,2380,1,search_exhausted,111,111
LA_inst136001.rcp,101304,1,search_exhausted,124,124
LA_inst137001.rcp,86574,0,time_limit,104,47
LA_inst138001.rcp,74834,0,time_limit,79,44
LA_inst139001.rcp,43,1,search_exhausted,132,132
LA_inst140001.rcp,78,1,search_exhausted,148,148
LA_inst14001.rcp,32,1,search_exhausted,144,144
