instance,n_activities,n_resources,mean_duration,std_duration,total_duration,n_precedence_edges,precedence_density,order_strength,unordered_pair_ratio,critical_path_length,resource_factor,max_resource_pressure,mean_resource_pressure,n_conflict_pairs,conflict_density,resource_lower_bound,heuristic_ub,ub_lb_gap,nodes,y,solved
AD_inst110001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5108695652173914,0.44537695094760316,22.0,0.4999999999999998,47.0,125.0,33.0,1285,7.1592919047975645,1
AD_inst11001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.3302034428794992,0.3184039807771166,9.0,0.031034482758620682,24.0,79.0,8.0,32,3.4965075614664802,1
AD_inst111001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.6169014084507042,0.5939500640204866,129.0,0.44482758620689644,44.0,132.0,61.0,46816,10.754001663810453,0
AD_inst112001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.49625,1.2294310897435896,91.0,0.4155251141552511,60.0,120.0,60.0,76852,11.249649785290046,0
AD_inst113001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.2067736185383244,1.1377203406615173,171.0,0.4351145038167939,40.0,69.0,29.0,53100,10.879951039444416,0
AD_inst114001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.49335748792270534,0.46370569723151245,15.0,0.3409090909090907,46.0,128.0,36.0,11523,9.35218709620442,1
AD_inst115001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.7063921993499458,0.5949390984602252,122.0,0.4206896551724137,51.0,114.0,43.0,44088,10.693965597214751,0
AD_inst116001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.315,1.1758997252747252,92.0,0.4200913242009132,53.0,89.0,36.0,75060,11.226056395275458,0
AD_inst117001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.6363636363636365,1.3008240297713982,162.0,0.4122137404580153,54.0,93.0,39.0,59381,10.991746429124746,0
AD_inst118001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5232919254658385,0.45700051759834365,18.0,0.4090909090909089,49.0,119.0,27.0,8696,9.070733417589766,1
AD_inst119001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.706338028169014,0.636177851422259,127.0,0.43793103448275855,51.0,114.0,43.0,45371,10.722650453678932,0
AD_inst120001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.395,1.1766173245614036,87.0,0.3972602739726027,56.0,88.0,32.0,72253,11.187942967763986,0
AD_inst12001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,0.7294117647058823,0.5658756684491979,7.0,0.0319634703196347,30.0,51.0,11.0,61791,11.03152918522824,0
AD_inst121001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.3636363636363635,1.1554144385026737,155.0,0.3944020356234097,45.0,75.0,30.0,58228,10.972138791405325,0
AD_inst122001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5869565217391305,0.47257420754863216,23.0,0.5227272727272725,54.0,133.0,41.0,60038,11.002749630045734,1
AD_inst123001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.7280606717226435,0.6104956663055254,120.0,0.4137931034482758,52.0,111.0,40.0,44960,10.713550726313105,0
AD_inst124001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.1423076923076922,1.0450562075791856,94.0,0.4292237442922374,46.0,77.0,31.0,75197,11.227879913839578,0
AD_inst125001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.2525252525252526,1.1533864234398994,167.0,0.42493638676844786,42.0,72.0,30.0,52562,10.869767729155198,0
AD_inst126001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5081521739130435,0.46777269260106785,15.0,0.3409090909090907,47.0,121.0,29.0,2462,7.809135398120538,1
AD_inst127001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.6530089628681178,0.6233330050231458,121.0,0.4172413793103448,47.0,111.0,40.0,43977,10.691444787858716,0
AD_inst128001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.3875,1.1782858455882352,79.0,0.3607305936073059,56.0,93.0,37.0,73376,11.203365813999131,0
AD_inst129001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.3397129186602872,1.187423773337086,164.0,0.4173027989821883,45.0,76.0,31.0,53631,10.889901183841754,0
AD_inst130001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5016304347826087,0.44704410082110646,17.0,0.3863636363636362,47.0,127.0,35.0,2228,7.709308333385869,1
AD_inst13001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,0.7785547785547785,0.6066934527460843,20.0,0.05089058524173028,26.0,40.0,7.0,3522,8.167068178341237,1
AD_inst131001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.6349765258215962,0.5800704700537911,137.0,0.47241379310344817,46.0,146.0,75.0,35960,10.490190296875209,0
AD_inst132001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.2416666666666667,1.14625,95.0,0.4337899543378995,50.0,89.0,39.0,75372,11.23020439968077,0
AD_inst133001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.2549019607843137,1.1695967023172906,155.0,0.3944020356234097,42.0,72.0,30.0,47642,10.771490993778757,0
AD_inst134001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5029644268774703,0.4407999835309618,20.0,0.4545454545454543,47.0,141.0,49.0,9989,9.2093398716426,1
AD_inst135001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.7154929577464789,0.6173663777537017,130.0,0.4482758620689654,51.0,125.0,54.0,38336,10.554170766276814,0
AD_inst136001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.303125,1.1814630681818181,91.0,0.4155251141552511,53.0,96.0,43.0,71164,11.172756403504726,0
AD_inst137001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.2373737373737375,1.171225969670946,174.0,0.44274809160305345,41.0,68.0,27.0,62769,11.047232531311577,0
AD_inst138001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5160183066361556,0.4709429824561403,23.0,0.5227272727272725,48.0,159.0,67.0,33137,10.408435939129243,1
AD_inst139001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.6871227364185111,0.6141711379387436,124.0,0.42758620689655163,49.0,107.0,36.0,42471,10.656600314263507,0
AD_inst140001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.5403846153846155,1.2245695710539461,90.0,0.410958904109589,62.0,113.0,51.0,72175,11.186862859648176,0
AD_inst14001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.2625858123569794,0.23561927917620137,0.0,0.0,25.0,92.0,0.0,32,3.4965075614664802,1
AD_inst141001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.4166666666666667,1.1947786690433748,167.0,0.42493638676844786,47.0,84.0,37.0,60589,11.011885141939034,0
AD_inst142001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5258152173913043,0.4443267796248934,14.0,0.318181818181818,49.0,121.0,29.0,662,6.4967749901858625,1
AD_inst143001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.647887323943662,0.5967576291079812,130.0,0.4482758620689654,46.0,114.0,43.0,45823,10.732563250320318,0
AD_inst144001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.4272727272727272,1.1778598484848484,99.0,0.4520547945205479,58.0,99.0,41.0,75176,11.227600612092125,0
AD_inst145001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.4261363636363635,1.237847222222222,168.0,0.42748091603053434,48.0,87.0,39.0,62601,11.044552505459624,0
AD_inst146001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.522883295194508,0.48446637426900585,16.0,0.3636363636363635,49.0,135.0,43.0,1230,7.115582126184454,1
AD_inst147001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.6403033586132177,0.5881340881340882,130.0,0.4482758620689654,46.0,118.0,47.0,44021,10.69244478794205,0
AD_inst148001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.2383333333333333,1.1269811698717949,100.0,0.45662100456621,50.0,92.0,42.0,69456,11.148463135039968,0
AD_inst149001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.2467532467532467,1.1056802647113653,167.0,0.42493638676844786,42.0,80.0,38.0,54117,10.898922126686871,0
AD_inst150001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.48478260869565215,0.4542012299771167,17.0,0.3863636363636362,45.0,128.0,36.0,3972,8.287276755814599,1
AD_inst15001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.4107981220657277,0.3323951383741043,9.0,0.031034482758620682,30.0,84.0,13.0,32,3.4965075614664802,1
AD_inst151001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.8036971830985915,0.6501025383067636,117.0,0.4034482758620689,58.0,113.0,42.0,40719,10.614474651224404,0
AD_inst152001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.221875,1.161546444235589,81.0,0.3698630136986301,49.0,92.0,43.0,76610,11.2464959485519,0
AD_inst153001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.384469696969697,1.2570651366607248,162.0,0.4122137404580153,46.0,75.0,29.0,63247,11.054818785536467,0
AD_inst154001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.5377237851662404,0.45315830136402385,21.0,0.477272727272727,50.0,128.0,36.0,912,6.816735880594968,1
AD_inst155001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.6985915492957746,0.6145677709984605,131.0,0.4517241379310344,50.0,128.0,57.0,44536,10.704075583356547,0
AD_inst156001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.3333333333333333,1.1354947916666667,90.0,0.410958904109589,54.0,92.0,38.0,76281,11.242192278563087,0
AD_inst157001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.2258953168044078,1.1255739210284665,168.0,0.42748091603053434,41.0,75.0,34.0,60347,11.007883085959966,0
AD_inst158001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.4969806763285024,0.46652324879227053,19.0,0.4318181818181816,46.0,129.0,37.0,1606,7.382124365737512,1
AD_inst159001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.677336747759283,0.6194545673418912,108.0,0.3724137931034482,49.0,125.0,54.0,40613,10.611868113736662,0
AD_inst160001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.9183333333333332,1.7949890350877193,163.0,0.7442922374429224,77.0,140.0,63.0,81373,11.30681109064888,0
AD_inst16001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,0.6986111111111111,0.5696180555555556,5.0,0.0228310502283105,28.0,46.0,6.0,9700,9.179984251961283,1
AD_inst161001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.8703703703703705,1.7804082491582491,275.0,0.6997455470737913,62.0,95.0,33.0,62533,11.043465687810134,0
AD_inst162001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.7373188405797102,0.6915253225035835,32.0,0.727272727272727,68.0,147.0,55.0,111893,11.625307273559502,1
AD_inst163001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,0.9122426868905742,0.881072492648197,211.0,0.7275862068965516,65.0,123.0,52.0,53650,10.890255387214118,0
AD_inst164001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.825,1.7546463815789473,158.0,0.7214611872146118,73.0,134.0,61.0,95987,11.471978462636821,0
AD_inst165001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.7685950413223142,1.641012396694215,281.0,0.7150127226463104,59.0,107.0,48.0,60292,11.006971289741259,0
AD_inst166001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.8379446640316206,0.7068172995482778,32.0,0.727272727272727,78.0,150.0,58.0,133758,11.803794952214027,0
AD_inst167001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,1.0010060362173039,0.8925876531116523,218.0,0.7517241379310343,72.0,142.0,70.0,48104,10.781141400795365,0
AD_inst168001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.8772727272727272,1.6927385114885114,166.0,0.7579908675799086,76.0,144.0,68.0,90067,11.40832021957955,0
AD_inst169001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,2.1262626262626263,1.7190941368572947,290.0,0.7379134860050891,71.0,119.0,48.0,66523,11.10531806379003,0
AD_inst170001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.7666666666666667,0.6787643861892583,33.0,0.7499999999999997,71.0,155.0,63.0,133862,11.804572167878176,0
AD_inst17001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,0.7592592592592593,0.5407555407555408,17.0,0.043256997455470736,26.0,44.0,11.0,2778,7.929846429742503,1
AD_inst171001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,1.0492957746478873,0.904911793996301,221.0,0.7620689655172412,75.0,151.0,76.0,52726,10.872882937297062,0
AD_inst172001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.975,1.7978273809523808,172.0,0.7853881278538812,79.0,143.0,64.0,95583,11.467760721015836,0
AD_inst173001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.9696969696969697,1.7385215794306703,291.0,0.7404580152671756,65.0,103.0,38.0,76062,11.239317223249772,0
AD_inst174001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.7355072463768116,0.6795854603062841,28.0,0.636363636363636,68.0,136.0,44.0,42334,10.653369446076377,1
AD_inst175001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,1.075839653304442,0.9340601300108343,214.0,0.7379310344827584,77.0,146.0,69.0,49875,10.817295204116476,0
AD_inst176001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.9453125,1.8332950367647056,164.0,0.7488584474885844,78.0,136.0,58.0,82200,11.316922746420394,0
AD_inst177001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,2.0964187327823693,1.7369146005509644,291.0,0.7404580152671756,70.0,98.0,28.0,74914,11.224109416477244,0
AD_inst178001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.7025691699604744,0.6694305715317124,36.0,0.8181818181818178,65.0,157.0,65.0,133899,11.804848531679264,0
AD_inst179001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,1.1519114688128773,0.9036293786108465,206.0,0.7103448275862068,82.0,142.0,60.0,45962,10.735592003983863,0
AD_inst180001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,2.091666666666667,1.7282976827094474,173.0,0.7899543378995434,84.0,129.0,45.0,82852,11.324823232217247,0
AD_inst18001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.27865612648221344,0.23418697848045675,3.0,0.06818181818181815,26.0,100.0,8.0,212,5.3612921657094255,1
AD_inst181001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.9834710743801653,1.7448576675849403,294.0,0.7480916030534351,66.0,100.0,34.0,65080,11.083387926918672,0
AD_inst182001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.8056265984654731,0.6895859974424552,30.0,0.6818181818181814,75.0,147.0,55.0,117203,11.671671285235478,0
AD_inst183001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,1.1144366197183098,0.9158450704225352,218.0,0.7517241379310343,80.0,144.0,64.0,45133,10.717391121731856,0
AD_inst184001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,1.9979166666666666,1.7366517857142858,169.0,0.771689497716895,80.0,134.0,54.0,83504,11.332661789285718,0
AD_inst185001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,1.8434343434343434,1.6580322455322454,293.0,0.7455470737913485,61.0,99.0,38.0,63897,11.065043340971267,0
AD_inst186001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.7898550724637681,0.6761732578380176,35.0,0.7954545454545451,73.0,144.0,52.0,118073,11.679066825535145,0
AD_inst187001.rcp,30.0,4.0,5.7,2.9793735359411824,171.0,22.0,0.05057471264367816,0.3333333333333333,0.6666666666666667,71.0,0.5,1.0674573758339512,0.9045313717663607,226.0,0.7793103448275861,76.0,153.0,77.0,56001,10.933142683365261,0
AD_inst188001.rcp,30.0,4.0,6.166666666666667,3.1313823713426556,185.0,80.0,0.1839080459770115,0.496551724137931,0.503448275862069,40.0,0.5,2.1838235294117645,1.738403799019608,173.0,0.7899543378995434,88.0,142.0,54.0,85437,11.355546245680344,0
AD_inst189001.rcp,30.0,4.0,5.133333333333334,2.963481436119049,154.0,24.0,0.05517241379310345,0.09655172413793103,0.903448275862069,33.0,0.5,2.1363636363636362,1.6854959854959857,295.0,0.7506361323155216,71.0,105.0,34.0,68095,11.128673753261262,0
AD_inst190001.rcp,30.0,4.0,5.633333333333334,2.7505554994501664,169.0,58.0,0.13333333333333333,0.8988505747126436,0.10114942528735638,92.0,0.5,0.7282608695652174,0.6963979241582217,28.0,0.636363636363636,67.0,153.0,61.0,4837,8.484256691169973,1
