instance,nodes,solved,done_reason,makespan,lowerbound
AD_inst135001.rcp,28775,0,time_limit,81,71
AD_inst136001.rcp,43370,0,time_limit,87,40
AD_inst137001.rcp,46493,0,time_limit,66,33
AD_inst138001.rcp,33137,1,search_exhausted,135,135
AD_inst139001.rcp,29981,0,time_limit,98,71
AD_inst140001.rcp,43718,0,time_limit,103,40
AD_inst14001.rcp,32,1,search_exhausted,92,92
AD_inst141001.rcp,44694,0,time_limit,69,33
AD_inst142001.rcp,662,1,search_exhausted,102,102
AD_inst143001.rcp,33710,0,time_limit,79,71
AD_inst144001.rcp,46972,0,time_limit,99,40
AD_inst145001.rcp,45885,0,time_limit,72,33
AD_inst146001.rcp,1230,1,search_exhausted,108,108
AD_inst147001.rcp,31176,0,time_limit,89,71
AD_inst148001.rcp,41190,0,time_limit,97,40
AD_inst149001.rcp,35697,0,time_limit,60,33
AD_inst150001.rcp,3972,1,search_exhausted,113,113
AD_inst15001.rcp,32,1,search_exhausted,71,71
AD_inst151001.rcp,26965,0,time_limit,91,71
AD_inst152001.rcp,43072,0,time_limit,90,40
AD_inst153001.rcp,43532,0,time_limit,69,33
AD_inst154001.rcp,912,1,search_exhausted,101,101
AD_inst155001.rcp,29618,0,time_limit,87,71
AD_inst156001.rcp,42070,0,time_limit,79,40
AD_inst157001.rcp,44025,0,time_limit,65,33
AD_inst158001.rcp,1606,1,search_exhausted,116,116
AD_inst159001.rcp,25273,0,time_limit,87,71
AD_inst160001.rcp,51169,0,time_limit,124,40
AD_inst16001.rcp,9700,1,search_exhausted,41,41
AD_inst161001.rcp,44312,0,time_limit,82,33
AD_inst162001.rcp,74550,0,time_limit,121,92
AD_inst163001.rcp,38872,0,time_limit,117,71
AD_inst164001.rcp,60977,0,time_limit,143,40
AD_inst165001.rcp,42449,0,time_limit,73,33
AD_inst166001.rcp,88644,0,time_limit,152,92
AD_inst167001.rcp,36813,0,time_limit,114,71
AD_inst168001.rcp,59019,0,time_limit,134,40
AD_inst169001.rcp,46862,0,time_limit,90,33
AD_inst170001.rcp,86570,0,time_limit,153,92
AD_inst17001.rcp,2778,1,search_exhausted,33,33
AD_inst171001.rcp,39875,0,time_limit,115,71
AD_inst172001.rcp,60620,0,time_limit,147,40
AD_inst173001.rcp,53168,0,time_limit,97,33
AD_inst174001.rcp,42334,1,search_exhausted,130,130
AD_inst175001.rcp,37678,0,time_limit,109,71
AD_inst176001.rcp,49732,0,time_limit,138,40
AD_inst177001.rcp,52476,0,time_limit,95,33
AD_inst178001.rcp,87639,0,time_limit,145,92
AD_inst179001.rcp,30391,0,time_limit,106,71
AD_inst180001.rcp,51589,0,time_limit,128,40
AD_inst18001.rcp,212,1,search_exhausted,97,97
AD_inst181001.rcp,46098,0,time_limit,91,33
AD_inst182001.rcp,74489,0,time_limit,141,92
AD_inst183001.rcp,35219,0,time_limit,109,71
AD_inst184001.rcp,56603,0,time_limit,121,40
AD_inst185001.rcp,45462,0,time_limit,85,33
AD_inst186001.rcp,73060,0,time_limit,140,92
AD_inst187001.rcp,45278,0,time_limit,122,71
AD_inst188001.rcp,53752,0,time_limit,136,40
AD_inst189001.rcp,51520,0,time_limit,94,33
AD_inst190001.rcp,4837,1,search_exhausted,121,121
AD_inst19001.rcp,32,1,search_exhausted,71,71
AD_inst191001.rcp,41790,0,time_limit,111,71
AD_inst192001.rcp,49457,0,time_limit,133,40
AD_inst193001.rcp,51837,0,time_limit,84,33
AD_inst194001.rcp,86648,0,time_limit,142,92
AD_inst195001.rcp,34395,0,time_limit,103,71
AD_inst196001.rcp,60278,0,time_limit,141,40
AD_inst197001.rcp,50951,0,time_limit,89,33
AD_inst198001.rcp,83159,0,time_limit,139,92
AD_inst199001.rcp,36073,0,time_limit,119,71
AD_inst200001.rcp,52026,0,time_limit,140,40
AD_inst20001.rcp,3843,1,search_exhausted,41,41
AD_inst2001.rcp,157,1,search_exhausted,102,102
AD_inst201001.rcp,57338,0,time_limit,93,33
AD_inst202001.rcp,88545,0,time_limit,140,92
AD_inst203001.rcp,36704,0,time_limit,110,71
AD_inst204001.rcp,51628,0,time_limit,123,40
AD_inst205001.rcp,48379,0,time_limit,103,33
AD_inst206001.rcp,70982,0,time_limit,142,92
AD_inst207001.rcp,34122,0,time_limit,104,71
AD_inst208001.rcp,59136,0,time_limit,125,40
AD_inst209001.rcp,46980,0,time_limit,79,33
AD_inst210001.rcp,81160,0,time_limit,140,92
AD_inst21001.rcp,32,1,search_exhausted,33,33
AD_inst211001.rcp,30958,0,time_limit,100,71
AD_inst212001.rcp,53379,0,time_limit,135,40
AD_inst213001.rcp,57123,0,time_limit,91,33
AD_inst214001.rcp,67740,1,search_exhausted,125,125
AD_inst215001.rcp,28128,0,time_limit,95,71
AD_inst216001.rcp,52855,0,time_limit,120,40
AD_inst217001.rcp,49878,0,time_limit,84,33
AD_inst218001.rcp,58298,1,search_exhausted,131,131
AD_inst219001.rcp,37868,0,time_limit,109,71
AD_inst220001.rcp,59439,0,time_limit,128,40
AD_inst22001.rcp,126,1,search_exhausted,99,99
AD_inst221001.rcp,52699,0,time_limit,85,33
AD_inst222001.rcp,47463,1,search_exhausted,126,126
AD_inst223001.rcp,43167,0,time_limit,117,71
AD_inst224001.rcp,60846,0,time_limit,125,40
AD_inst225001.rcp,47813,0,time_limit,84,33
AD_inst226001.rcp,74450,0,time_limit,128,92
AD_inst227001.rcp,31322,0,time_limit,104,71
AD_inst228001.rcp,57714,0,time_limit,133,40
AD_inst229001.rcp,43015,0,time_limit,93,33
AD_inst230001.rcp,71290,1,search_exhausted,132,132
AD_inst23001.rcp,32,1,search_exhausted,71,71
AD_inst231001.rcp,38373,0,time_limit,120,71
AD_inst232001.rcp,67057,0,time_limit,131,40
AD_inst233001.rcp,50579,0,time_limit,98,33
AD_inst234001.rcp,76393,0,time_limit,130,92
AD_inst235001.rcp,37823,0,time_limit,109,71
AD_inst236001.rcp,56827,0,time_limit,133,40
AD_inst237001.rcp,46565,0,time_limit,88,33
AD_inst238001.rcp,77202,0,time_limit,147,92
AD_inst239001.rcp,41129,0,time_limit,120,71
AD_inst240001.rcp,47065,0,time_limit,96,40
AD_inst24001.rcp,6209,1,search_exhausted,46,46
AD_inst241001.rcp,44264,0,time_limit,58,33
AD_inst242001.rcp,133,1,search_exhausted,99,99
AD_inst243001.rcp,11936,1,search_exhausted,71,71
AD_inst244001.rcp,42328,0,time_limit,69,40
AD_inst245001.rcp,40582,0,time_limit,61,33
AD_inst246001.rcp,367,1,search_exhausted,101,101
AD_inst247001.rcp,28755,0,time_limit,85,71
AD_inst248001.rcp,43396,0,time_limit,86,40
AD_inst249001.rcp,40206,0,time_limit,61,33
AD_inst250001.rcp,1649,1,search_exhausted,98,98
AD_inst25001.rcp,32538,0,time_limit,41,33
AD_inst251001.rcp,31412,0,time_limit,85,71
AD_inst252001.rcp,44180,0,time_limit,90,40
AD_inst253001.rcp,36615,0,time_limit,63,33
AD_inst254001.rcp,510,1,search_exhausted,96,96
AD_inst255001.rcp,5943,1,search_exhausted,71,71
AD_inst256001.rcp,42987,0,time_limit,94,40
AD_inst257001.rcp,34080,0,time_limit,56,33
AD_inst258001.rcp,120,1,search_exhausted,96,96
AD_inst259001.rcp,31361,0,time_limit,84,71
AD_inst260001.rcp,48640,0,time_limit,74,40
AD_inst26001.rcp,86,1,search_exhausted,101,101
AD_inst261001.rcp,49703,0,time_limit,62,33
AD_inst262001.rcp,3258,1,search_exhausted,112,112
AD_inst263001.rcp,35766,0,time_limit,78,71
AD_inst264001.rcp,45319,0,time_limit,85,40
AD_inst265001.rcp,37833,0,time_limit,57,33
AD_inst266001.rcp,2225,1,search_exhausted,109,109
AD_inst267001.rcp,29064,0,time_limit,104,71
AD_inst268001.rcp,46595,0,time_limit,106,40
AD_inst269001.rcp,46888,0,time_limit,61,33
AD_inst270001.rcp,507,1,search_exhausted,109,109
AD_inst27001.rcp,32,1,search_exhausted,71,71
AD_inst271001.rcp,8419,1,search_exhausted,71,71
AD_inst272001.rcp,48636,0,time_limit,81,40
AD_inst273001.rcp,38224,0,time_limit,69,33
AD_inst274001.rcp,1316,1,search_exhausted,110,110
AD_inst275001.rcp,37446,0,time_limit,75,71
AD_inst276001.rcp,39927,0,time_limit,73,40
AD_inst277001.rcp,32970,0,time_limit,57,33
AD_inst278001.rcp,648,1,search_exhausted,101,101
AD_inst279001.rcp,34928,0,time_limit,79,71
AD_inst280001.rcp,48754,0,time_limit,97,40
AD_inst28001.rcp,36754,0,time_limit,44,40
AD_inst281001.rcp,36234,0,time_limit,60,33
AD_inst282001.rcp,896,1,search_exhausted,102,102
AD_inst283001.rcp,30363,0,time_limit,74,71
AD_inst284001.rcp,45881,0,time_limit,83,40
AD_inst285001.rcp,43162,0,time_limit,59,33
AD_inst286001.rcp,507,1,search_exhausted,99,99
AD_inst287001.rcp,33736,0,time_limit,79,71
AD_inst288001.rcp,41819,0,time_limit,94,40
AD_inst289001.rcp,41610,0,time_limit,65,33
AD_inst290001.rcp,2004,1,search_exhausted,107,107
AD_inst29001.rcp,32,1,search_exhausted,33,33
AD_inst291001.rcp,36484,0,time_limit,77,71
AD_inst292001.rcp,49053,0,time_limit,79,40
AD_inst293001.rcp,38203,0,time_limit,60,33
AD_inst294001.rcp,289,1,search_exhausted,104,104
AD_inst295001.rcp,27797,0,time_limit,90,71
AD_inst296001.rcp,45394,0,time_limit,90,40
AD_inst297001.rcp,39254,0,time_limit,56,33
AD_inst298001.rcp,7040,1,search_exhausted,119,119
AD_inst299001.rcp,26745,0,time_limit,79,71
AD_inst300001.rcp,44803,0,time_limit,86,40
AD_inst30001.rcp,143,1,search_exhausted,106,106
AD_inst3001.rcp,32,1,search_exhausted,71,71
AD_inst301001.rcp,36507,0,time_limit,54,33
AD_inst302001.rcp,319,1,search_exhausted,99,99
AD_inst303001.rcp,33286,0,time_limit,78,71
AD_inst304001.rcp,47196,0,time_limit,88,40
AD_inst305001.rcp,39254,0,time_limit,58,33
AD_inst306001.rcp,676,1,search_exhausted,97,97
AD_inst307001.rcp,43,1,search_exhausted,71,71
AD_inst308001.rcp,44494,0,time_limit,73,40
AD_inst309001.rcp,36362,0,time_limit,53,33
AD_inst310001.rcp,527,1,search_exhausted,109,109
AD_inst31001.rcp,32,1,search_exhausted,71,71
AD_inst311001.rcp,32996,0,time_limit,88,71
AD_inst312001.rcp,54001,0,time_limit,94,40
AD_inst313001.rcp,42843,0,time_limit,56,33
AD_inst314001.rcp,516,1,search_exhausted,106,106
AD_inst315001.rcp,32225,0,time_limit,81,71
AD_inst316001.rcp,41827,0,time_limit,74,40
AD_inst317001.rcp,38828,0,time_limit,64,33
AD_inst318001.rcp,1248,1,search_exhausted,106,106
AD_inst319001.rcp,32431,0,time_limit,77,71
AD_inst320001.rcp,63430,0,time_limit,157,40
AD_inst32001.rcp,22569,1,search_exhausted,45,45
AD_inst321001.rcp,60226,0,time_limit,139,33
AD_inst322001.rcp,86787,0,time_limit,159,92
AD_inst323001.rcp,45282,0,time_limit,135,71
AD_inst324001.rcp,70974,0,time_limit,181,40
AD_inst325001.rcp,57416,0,time_limit,129,33
AD_inst326001.rcp,74878,0,time_limit,156,92
AD_inst327001.rcp,33221,0,time_limit,146,71
AD_inst328001.rcp,60979,0,time_limit,175,40
AD_inst329001.rcp,49983,0,time_limit,128,33
AD_inst330001.rcp,78939,0,time_limit,162,92
AD_inst33001.rcp,32,1,search_exhausted,33,33
AD_inst331001.rcp,48964,0,time_limit,147,71
AD_inst332001.rcp,56892,0,time_limit,183,40
AD_inst333001.rcp,65938,0,time_limit,136,33
AD_inst334001.rcp,76525,0,time_limit,153,92
AD_inst335001.rcp,44298,0,time_limit,154,71
AD_inst336001.rcp,65243,0,time_limit,161,40
AD_inst337001.rcp,60621,0,time_limit,140,33
AD_inst338001.rcp,84362,0,time_limit,152,92
AD_inst339001.rcp,39807,0,time_limit,152,71
AD_inst340001.rcp,69238,0,time_limit,152,40
AD_inst34001.rcp,32,1,search_exhausted,92,92
AD_inst341001.rcp,60425,0,time_limit,145,33
AD_inst342001.rcp,78699,0,time_limit,169,92
AD_inst343001.rcp,45936,0,time_limit,152,71
AD_inst344001.rcp,63132,0,time_limit,167,40
AD_inst345001.rcp,54286,0,time_limit,133,33
AD_inst346001.rcp,74362,0,time_limit,156,92
AD_inst347001.rcp,44009,0,time_limit,166,71
AD_inst348001.rcp,56818,0,time_limit,171,40
AD_inst349001.rcp,61835,0,time_limit,126,33
AD_inst350001.rcp,82877,0,time_limit,166,92
AD_inst35001.rcp,32,1,search_exhausted,71,71
AD_inst351001.rcp,42051,0,time_limit,150,71
AD_inst352001.rcp,59571,0,time_limit,165,40
AD_inst353001.rcp,60092,0,time_limit,142,33
AD_inst354001.rcp,73389,0,time_limit,161,92
AD_inst355001.rcp,45391,0,time_limit,142,71
AD_inst356001.rcp,63851,0,time_limit,170,40
AD_inst357001.rcp,54410,0,time_limit,130,33
AD_inst358001.rcp,90459,0,time_limit,165,92
AD_inst359001.rcp,41356,0,time_limit,152,71
AD_inst360001.rcp,73688,0,time_limit,170,40
AD_inst36001.rcp,11422,1,search_exhausted,41,41
AD_inst361001.rcp,51400,0,time_limit,125,33
AD_inst362001.rcp,77857,0,time_limit,163,92
AD_inst363001.rcp,48794,0,time_limit,153,71
AD_inst364001.rcp,51030,0,time_limit,166,40
AD_inst365001.rcp,57899,0,time_limit,122,33
AD_inst366001.rcp,74552,0,time_limit,155,92
AD_inst367001.rcp,49721,0,time_limit,141,71
AD_inst368001.rcp,60332,0,time_limit,171,40
AD_inst369001.rcp,52060,0,time_limit,139,33
AD_inst370001.rcp,77723,0,time_limit,157,92
AD_inst37001.rcp,32,1,search_exhausted,33,33
AD_inst371001.rcp,47270,0,time_limit,138,71
AD_inst372001.rcp,61377,0,time_limit,157,40
AD_inst373001.rcp,51444,0,time_limit,128,33
AD_inst374001.rcp,75513,0,time_limit,159,92
AD_inst375001.rcp,45850,0,time_limit,159,71
AD_inst376001.rcp,63022,0,time_limit,170,40
AD_inst377001.rcp,59201,0,time_limit,130,33
AD_inst378001.rcp,77269,0,time_limit,167,92
AD_inst379001.rcp,49102,0,time_limit,155,71
AD_inst380001.rcp,51459,0,time_limit,157,40
AD_inst38001.rcp,135,1,search_exhausted,94,94
AD_inst381001.rcp,55243,0,time_limit,136,33
AD_inst382001.rcp,71168,0,time_limit,151,92
AD_inst383001.rcp,62464,0,time_limit,140,71
AD_inst384001.rcp,61137,0,time_limit,164,40
AD_inst385001.rcp,64734,0,time_limit,130,33
AD_inst386001.rcp,75729,0,time_limit,165,92
AD_inst387001.rcp,39862,0,time_limit,157,71
AD_inst388001.rcp,58021,0,time_limit,157,40
AD_inst389001.rcp,61317,0,time_limit,133,33
AD_inst390001.rcp,80671,0,time_limit,158,92
AD_inst39001.rcp,32,1,search_exhausted,71,71
AD_inst391001.rcp,44823,0,time_limit,148,71
AD_inst392001.rcp,68115,0,time_limit,153,40
AD_inst393001.rcp,56265,0,time_limit,132,33
AD_inst394001.rcp,78817,0,time_limit,162,92
AD_inst395001.rcp,49184,0,time_limit,156,71
AD_inst396001.rcp,54595,0,time_limit,175,40
AD_inst397001.rcp,56447,0,time_limit,139,33
AD_inst398001.rcp,85513,0,time_limit,161,92
AD_inst399001.rcp,44661,0,time_limit,141,71
AD_inst400001.rcp,62530,0,time_limit,185,40
AD_inst40001.rcp,21490,1,search_exhausted,44,44
AD_inst4001.rcp,40192,0,time_limit,48,40
AD_inst401001.rcp,65734,0,time_limit,154,33
AD_inst402001.rcp,79705,0,time_limit,169,92
AD_inst403001.rcp,49823,0,time_limit,171,71
AD_inst404001.rcp,63365,0,time_limit,185,40
AD_inst405001.rcp,65675,0,time_limit,154,33
AD_inst406001.rcp,78761,0,time_limit,169,92
AD_inst407001.rcp,49539,0,time_limit,171,71
AD_inst408001.rcp,62799,0,time_limit,185,40
AD_inst409001.rcp,65220,0,time_limit,154,33
AD_inst410001.rcp,78933,0,time_limit,169,92
AD_inst41001.rcp,27141,0,time_limit,38,33
AD_inst411001.rcp,50241,0,time_limit,171,71
AD_inst412001.rcp,63444,0,time_limit,185,40
AD_inst413001.rcp,65903,0,time_limit,154,33
AD_inst414001.rcp,79170,0,time_limit,169,92
AD_inst415001.rcp,50110,0,time_limit,171,71
AD_inst416001.rcp,63637,0,time_limit,185,40
AD_inst417001.rcp,65675,0,time_limit,154,33
AD_inst418001.rcp,79270,0,time_limit,169,92
AD_inst419001.rcp,50596,0,time_limit,171,71
AD_inst420001.rcp,63535,0,time_limit,185,40
AD_inst42001.rcp,98,1,search_exhausted,94,94
AD_inst421001.rcp,65367,0,time_limit,154,33
AD_inst422001.rcp,79453,0,time_limit,169,92
AD_inst423001.rcp,50902,0,time_limit,171,71
AD_inst424001.rcp,63331,0,time_limit,185,40
AD_inst425001.rcp,63573,0,time_limit,154,33
AD_inst426001.rcp,79612,0,time_limit,169,92
AD_inst427001.rcp,50833,0,time_limit,171,71
AD_inst428001.rcp,63459,0,time_limit,185,40
AD_inst429001.rcp,65127,0,time_limit,154,33
AD_inst430001.rcp,78688,0,time_limit,169,92
AD_inst43001.rcp,32,1,search_exhausted,71,71
AD_inst431001.rcp,50839,0,time_limit,171,71
AD_inst432001.rcp,63069,0,time_limit,185,40
AD_inst433001.rcp,65964,0,time_limit,154,33
AD_inst434001.rcp,78942,0,time_limit,169,92
AD_inst435001.rcp,50148,0,time_limit,171,71
AD_inst436001.rcp,63445,0,time_limit,185,40
AD_inst437001.rcp,64426,0,time_limit,154,33
AD_inst438001.rcp,79032,0,time_limit,169,92
AD_inst439001.rcp,50933,0,time_limit,171,71
AD_inst440001.rcp,63087,0,time_limit,185,40
AD_inst44001.rcp,1784,1,search_exhausted,47,47
AD_inst441001.rcp,65608,0,time_limit,154,33
AD_inst442001.rcp,78979,0,time_limit,169,92
AD_inst443001.rcp,50886,0,time_limit,171,71
AD_inst444001.rcp,63545,0,time_limit,185,40
AD_inst445001.rcp,64874,0,time_limit,154,33
AD_inst446001.rcp,78926,0,time_limit,169,92
AD_inst447001.rcp,49146,0,time_limit,171,71
AD_inst448001.rcp,63752,0,time_limit,185,40
AD_inst449001.rcp,65459,0,time_limit,154,33
AD_inst450001.rcp,77489,0,time_limit,169,92
AD_inst45001.rcp,1313,1,search_exhausted,33,33
AD_inst451001.rcp,50395,0,time_limit,171,71
AD_inst452001.rcp,63452,0,time_limit,185,40
AD_inst453001.rcp,65844,0,time_limit,154,33
AD_inst454001.rcp,79404,0,time_limit,169,92
AD_inst455001.rcp,49515,0,time_limit,171,71
AD_inst456001.rcp,59558,0,time_limit,185,40
AD_inst457001.rcp,65371,0,time_limit,154,33
AD_inst458001.rcp,79213,0,time_limit,169,92
AD_inst459001.rcp,50132,0,time_limit,171,71
AD_inst460001.rcp,63747,0,time_limit,185,40
AD_inst46001.rcp,32,1,search_exhausted,92,92
AD_inst461001.rcp,65912,0,time_limit,154,33
AD_inst462001.rcp,79763,0,time_limit,169,92
AD_inst463001.rcp,49650,0,time_limit,171,71
AD_inst464001.rcp,63354,0,time_limit,185,40
AD_inst465001.rcp,66176,0,time_limit,154,33
AD_inst466001.rcp,79322,0,time_limit,169,92
AD_inst467001.rcp,50828,0,time_limit,171,71
AD_inst468001.rcp,63242,0,time_limit,185,40
AD_inst469001.rcp,64639,0,time_limit,154,33
AD_inst470001.rcp,79556,0,time_limit,169,92
AD_inst47001.rcp,32,1,search_exhausted,71,71
AD_inst471001.rcp,51558,0,time_limit,171,71
AD_inst472001.rcp,63238,0,time_limit,185,40
AD_inst473001.rcp,65847,0,time_limit,154,33
AD_inst474001.rcp,78801,0,time_limit,169,92
AD_inst475001.rcp,51180,0,time_limit,171,71
AD_inst476001.rcp,63564,0,time_limit,185,40
AD_inst477001.rcp,65508,0,time_limit,154,33
AD_inst478001.rcp,80229,0,time_limit,169,92
AD_inst479001.rcp,50738,0,time_limit,171,71
AD_inst48001.rcp,36927,0,time_limit,46,40
AD_inst49001.rcp,31007,0,time_limit,37,33
AD_inst50001.rcp,32,1,search_exhausted,92,92
AD_inst5001.rcp,32,1,search_exhausted,33,33
AD_inst51001.rcp,32,1,search_exhausted,71,71
AD_inst52001.rcp,41290,0,time_limit,54,40
AD_inst53001.rcp,32208,0,time_limit,42,33
AD_inst54001.rcp,32,1,search_exhausted,92,92
AD_inst55001.rcp,32,1,search_exhausted,71,71
AD_inst56001.rcp,37899,0,time_limit,44,40
AD_inst57001.rcp,11393,1,search_exhausted,33,33
AD_inst58001.rcp,159,1,search_exhausted,97,97
AD_inst59001.rcp,32,1,search_exhausted,71,71
AD_inst60001.rcp,39317,0,time_limit,53,40
AD_inst6001.rcp,52,1,search_exhausted,99,99
AD_inst61001.rcp,210,1,search_exhausted,33,33
AD_inst62001.rcp,32,1,search_exhausted,92,92
AD_inst63001.rcp,32,1,search_exhausted,71,71
AD_inst64001.rcp,34522,0,time_limit,43,40
AD_inst65001.rcp,32,1,search_exhausted,33,33
AD_inst66001.rcp,32,1,search_exhausted,92,92
AD_inst67001.rcp,32,1,search_exhausted,71,71
AD_inst68001.rcp,36774,0,time_limit,44,40
AD_inst69001.rcp,32,1,search_exhausted,33,33
AD_inst70001.rcp,42,1,search_exhausted,93,93
AD_inst7001.rcp,32,1,search_exhausted,71,71
AD_inst71001.rcp,32,1,search_exhausted,71,71
AD_inst72001.rcp,38608,0,time_limit,51,40
AD_inst73001.rcp,32,1,search_exhausted,33,33
AD_inst74001.rcp,85,1,search_exhausted,95,95
AD_inst75001.rcp,32,1,search_exhausted,71,71
AD_inst76001.rcp,8803,1,search_exhausted,43,43
AD_inst77001.rcp,32,1,search_exhausted,33,33
AD_inst78001.rcp,32,1,search_exhausted,92,92
AD_inst79001.rcp,32,1,search_exhausted,71,71
AD_inst80001.rcp,43610,0,time_limit,82,40
AD_inst8001.rcp,32,1,search_exhausted,40,40
AD_inst81001.rcp,39875,0,time_limit,66,33
AD_inst82001.rcp,2424,1,search_exhausted,113,113
AD_inst83001.rcp,27608,0,time_limit,79,71
AD_inst84001.rcp,46926,0,time_limit,98,40
AD_inst85001.rcp,45208,0,time_limit,76,33
AD_inst86001.rcp,3810,1,search_exhausted,123,123
AD_inst87001.rcp,26665,0,time_limit,79,71
AD_inst88001.rcp,49421,0,time_limit,91,40
AD_inst89001.rcp,35234,0,time_limit,61,33
AD_inst90001.rcp,15802,1,search_exhausted,117,117
AD_inst9001.rcp,32834,0,time_limit,35,33
AD_inst91001.rcp,27434,0,time_limit,85,71
AD_inst92001.rcp,50779,0,time_limit,114,40
AD_inst93001.rcp,38119,0,time_limit,62,33
AD_inst94001.rcp,2843,1,search_exhausted,110,110
AD_inst95001.rcp,30546,0,time_limit,79,71
AD_inst96001.rcp,40986,0,time_limit,90,40
AD_inst97001.rcp,37808,0,time_limit,66,33
AD_inst98001.rcp,3049,1,search_exhausted,112,112
AD_inst99001.rcp,38221,0,time_limit,101,71
LA_inst1.rcp,8473,1,search_exhausted,49,49
LA_inst100001.rcp,66,1,search_exhausted,104,104
LA_inst10001.rcp,32,1,search_exhausted,96,96
LA_inst1001.rcp,32,1,search_exhausted,128,128
LA_inst101001.rcp,27947,0,time_limit,60,47
LA_inst102001.rcp,2510,1,search_exhausted,44,44
LA_inst103001.rcp,32,1,search_exhausted,128,128
LA_inst104001.rcp,32,1,search_exhausted,144,144
LA_inst105001.rcp,32,1,search_exhausted,85,85
LA_inst106001.rcp,32,1,search_exhausted,96,96
LA_inst107001.rcp,36476,0,time_limit,55,47
LA_inst108001.rcp,28012,1,search_exhausted,49,49
LA_inst109001.rcp,38,1,search_exhausted,131,131
LA_inst110001.rcp,32,1,search_exhausted,144,144
LA_inst11001.rcp,32899,0,time_limit,59,47
LA_inst111001.rcp,32,1,search_exhausted,85,85
LA_inst112001.rcp,32,1,search_exhausted,96,96
LA_inst113001.rcp,29614,0,time_limit,51,47
LA_inst114001.rcp,3361,1,search_exhausted,46,46
LA_inst115001.rcp,32,1,search_exhausted,128,128
LA_inst116001.rcp,32,1,search_exhausted,144,144
LA_inst117001.rcp,32,1,search_exhausted,85,85
LA_inst118001.rcp,609,1,search_exhausted,99,99
LA_inst119001.rcp,44831,0,time_limit,62,47
LA_inst120001.rcp,41274,0,time_limit,84,44
LA_inst12001.rcp,38691,0,time_limit,46,44
LA_inst121001.rcp,69,1,search_exhausted,132,132
LA_inst122001.rcp,32,1,search_exhausted,144,144
LA_inst123001.rcp,599,1,search_exhausted,98,98
LA_inst124001.rcp,855,1,search_exhausted,101,101
LA_inst125001.rcp,52242,0,time_limit,99,47
LA_inst126001.rcp,41259,0,time_limit,73,44
LA_inst127001.rcp,38,1,search_exhausted,131,131
LA_inst128001.rcp,32,1,search_exhausted,144,144
LA_inst129001.rcp,935,1,search_exhausted,106,106
LA_inst130001.rcp,21765,1,search_exhausted,125,125
LA_inst13001.rcp,32,1,search_exhausted,128,128
LA_inst131001.rcp,55406,0,time_limit,107,47
LA_inst132001.rcp,42135,0,time_limit,88,44
LA_inst133001.rcp,49,1,search_exhausted,133,133
LA_inst134001.rcp,173,1,search_exhausted,147,147
LA_inst135001.rcp,2380,1,search_exhausted,111,111
LA_inst136001.rcp,80956,0,time_limit,124,96
LA_inst137001.rcp,50446,0,time_limit,104,47
LA_inst138001.rcp,42602,0,time_limit,79,44
LA_inst139001.rcp,43,1,search_exhausted,132,132
LA_inst140001.rcp,78,1,search_exhausted,148,148
LA_inst14001.rcp,32,1,search_exhausted,144,144
